"FIPS","name","state","pop2010","pop2000","age_under_5","age_under_18","age_over_65","female","black","hispanic","white_not_hispanic","no_move_in_one_plus_year","foreign_born","foreign_spoken_at_home","hs_grad","bachelors","mean_work_travel","home_ownership","housing_multi_unit","median_val_owner_occupied","persons_per_household","per_capita_income","poverty","sales_per_capita","median_household_income","fed_spending","density","area"
45057,"Lancaster County","South Carolina",76652,61351,6.8,23.3,15.3,50.7,23.8,4.4,69.8,89.5,3.3,5,77.8,15.4,27.8,74.3,7.5,122300,2.51,19308,20.4,7998,38959,420230,139.6,549.16
45059,"Laurens County","South Carolina",66537,69567,6.5,23.2,15,51.5,25.4,4.1,69,84.6,3.1,4.2,74.7,14.5,24,71,6.7,85800,2.51,18757,19.2,5315,37529,516814,93.2,713.8
45061,"Lee County","South Carolina",19220,20119,5.8,22.2,13.5,48.2,64.3,1.7,32.9,91.1,1.2,2.5,67.7,8.5,26.7,71.6,6.3,61400,2.66,12924,29.9,7684,23378,165270,46.9,410.18
45063,"Lexington County","South Carolina",262391,216014,6.7,24.5,12.2,51.2,14.3,5.5,77,84.9,5,6.5,88.1,27.6,24.6,74.8,11.6,136800,2.48,26393,11.1,15027,52205,1316879,375.4,698.91
45065,"McCormick County","South Carolina",10233,9958,4.1,14.5,23.9,45.7,49.7,0.8,48.3,88.1,1.5,2.1,78.1,16,27,77.4,7.8,110800,2.17,19411,18.2,3449,35858,119758,28.5,359.13
45067,"Marion County","South Carolina",33062,35466,6.8,24.4,14.7,54.3,55.9,2.4,40,89.7,2.2,2.9,78.7,12.9,25.7,66.5,8.2,82500,2.7,16653,25.1,7925,30629,356025,67.6,489.23
45069,"Marlboro County","South Carolina",28933,28818,5.8,21.9,13.1,47.3,50.9,2.8,40.3,85.8,1.6,2.6,67.5,8.6,21.2,66.2,10.7,60300,2.68,13817,27.5,5499,27688,294649,60.3,479.67
45071,"Newberry County","South Carolina",37508,36108,6.5,22.8,15.9,51.3,31,7.2,60.5,86.3,5.3,7.2,75.1,19.3,24,73.1,6,102300,2.54,21410,16.6,9707,41815,291488,59.5,630.04
45073,"Oconee County","South Carolina",74273,66215,5.6,21.1,19,50.6,7.6,4.5,85.9,85.1,3.2,4.5,81.2,21.4,24.9,76.9,7.5,126700,2.43,24055,16.6,10518,42266,497567,118.6,626.33
45075,"Orangeburg County","South Carolina",92501,91582,6.7,23.2,14.8,53,62.2,1.9,33.7,88.5,1.9,3.2,77.2,16.7,22.7,68.2,8.5,81000,2.54,17579,25.8,11113,32849,841057,83.6,1106.1
45077,"Pickens County","South Carolina",119224,110757,5.4,20.4,13.4,50,6.6,3.1,87.2,80.7,4,5.2,81.4,23.5,22.9,70.6,15.7,123500,2.47,20647,16.6,9935,41898,747524,240.2,496.41
45079,"Richland County","South Carolina",384504,320677,6.4,22.8,9.8,51.3,45.9,4.8,45.3,77.1,5.3,7.9,88.4,36.5,21.5,61.1,27.8,146300,2.43,25805,14.5,12127,47922,6786210,507.9,757.07
45081,"Saluda County","South Carolina",19875,19181,6.9,23,16.1,49.7,26.3,14.4,58.1,90.1,8.6,12.2,75.1,12.6,28.3,76.4,2.3,96400,2.85,18717,15.1,3870,40508,117340,43.9,452.78
45083,"Spartanburg County","South Carolina",284307,253791,6.7,24.4,13.4,51.5,20.6,5.9,70.1,84.9,5.7,8.5,79.9,19.9,22,71.2,13.3,116300,2.54,21924,14.8,13148,42680,1750654,351.9,807.93
45085,"Sumter County","South Carolina",107456,104646,7.4,25.5,13,51.9,46.9,3.3,46.9,90.2,3.4,4,81.7,17.4,21.1,66.8,13.4,98800,2.67,18944,19.4,9801,39137,1396370,161.6,665.07
45087,"Union County","South Carolina",28961,29881,5.8,22.8,16.5,52.4,31.3,1,66.1,88.3,0.5,2.2,75.6,12.9,25,73.2,8.1,74300,2.33,18495,20.1,6936,33470,233137,56.3,514.17
45089,"Williamsburg County","South Carolina",34423,37217,6,23.6,14.6,51.4,65.8,2,31.2,94.2,0.9,1.5,78.3,11.3,24.8,65.2,6.1,67200,3.04,13513,32.9,6367,24191,362107,36.8,934.16
45091,"York County","South Carolina",226073,164614,6.9,25.5,11.3,51.7,19,4.5,72.7,82.8,4.1,6,85.9,26.9,24.1,72,15.7,158900,2.58,25707,12.5,10315,51925,1128433,332.2,680.6
46003,"Aurora County","South Dakota",2710,3058,7.2,26.8,19.9,49,0.4,3.7,93.4,89.2,5.2,7.8,85.3,12.2,18.3,75.9,5.1,63100,2.58,21291,8.2,13292,45230,71924,3.8,708.43
46005,"Beadle County","South Dakota",17398,17023,7.5,24.2,17.3,49.7,0.8,7.7,85.8,82,4.8,7.7,82.3,19.7,12.4,65.2,20.5,83400,2.25,23409,13.1,15595,40716,188677,13.8,1258.71
46007,"Bennett County","South Dakota",3431,3574,10,34.7,11.2,50.9,0.1,2,33.3,90.2,0.6,21.2,73.1,15.7,22,59.9,9.7,60200,3.07,16153,32.1,7031,32841,34177,2.9,1184.71
46009,"Bon Homme County","South Dakota",7070,7260,5.3,19.7,19.1,41.6,1,1.8,88.9,84.1,1.8,9.7,87.7,15.4,17.8,83.1,9.1,67700,2.37,20074,12.4,5807,41107,62067,12.5,563.7
46011,"Brookings County","South Dakota",31965,28220,6,18.9,9.9,48.8,0.8,2,92.3,72.6,3.9,6,92,37.7,13.5,59,29,138300,2.46,20995,19.1,11458,45134,217251,40.3,792.21
46013,"Brown County","South Dakota",36531,35460,6.9,23.2,16.1,51.3,0.5,1.4,92.6,86.5,1.1,4.9,89.8,24.1,12.8,69.2,25.2,115700,2.31,23878,10.2,19735,45615,428804,21.3,1712.98
46015,"Brule County","South Dakota",5255,5364,7,25.8,17.4,51.4,0.2,1.4,87.8,86.6,0.2,4.3,87.7,25.2,13.4,72.4,15.1,87300,2.27,19779,9.1,15191,48277,63310,6.4,817.24
46019,"Butte County","South Dakota",10110,9094,7.5,25,15.7,49.7,0.2,3,92.6,84.9,0.7,3.4,87.5,19.2,21.3,75.9,8.8,114300,2.48,20418,15.6,11491,39041,71113,4.5,2249.9
46021,"Campbell County","South Dakota",1466,1782,4,19,25.2,49.2,0.1,1.4,97.5,93.3,0.5,8.2,86,16.9,17.5,84.8,2.3,40600,2.34,22338,10.7,2810,42833,29583,2,733.68
46023,"Charles Mix County","South Dakota",9129,9350,8.5,29.6,17.7,50.5,0.1,1.7,64.6,84.4,0.5,10.8,80.7,15.5,12.3,68.8,8.9,67700,2.76,17403,24,9164,35808,121685,8.3,1097.49
46025,"Clark County","South Dakota",3691,4143,6.6,23.7,21.8,49.8,0.2,1.7,97.4,94.4,1.6,10.5,85.2,12.5,19.7,81.5,9.6,64500,2.66,23909,13.1,6006,43894,53766,3.9,957.6
46027,"Clay County","South Dakota",13864,13537,5.2,17.5,10.2,51.4,1.3,2,90,69.4,2.5,5.8,90.6,40.4,16.4,58.5,29.8,116900,2.23,19518,24,10410,37198,123951,33.6,412.19
46029,"Codington County","South Dakota",27227,25897,7.5,24.8,14.9,50.2,0.3,1.6,94.6,84.7,0.8,2.6,88.5,22.7,14.1,69.6,15.6,131000,2.35,24781,12.7,21311,43275,211373,39.5,688.5
46031,"Corson County","South Dakota",4050,4181,10.1,34.3,10.4,49,0.1,2.6,29.7,84,0.4,15.5,83.6,14.3,20.6,55.5,5.4,45900,3.64,13359,35.1,2536,30877,58156,1.6,2469.69
46033,"Custer County","South Dakota",8216,7275,4.8,19.8,21.5,49.5,0.2,2.2,92.8,86.4,0.7,3.7,92,28.6,25.1,78.4,7.3,160700,2.1,24353,9.7,6529,46743,83781,5.3,1557
46035,"Davison County","South Dakota",19504,18741,7.1,23.5,16.9,50.5,0.4,1.5,93.8,81.1,0.8,2.5,87.8,21.5,13.2,63,25.3,108800,2.25,22794,13.8,22997,41867,159458,44.8,435.56
46037,"Day County","South Dakota",5710,6267,5.8,21.8,22.9,49.8,0.1,1.1,87.6,86.9,0.8,5.1,88.6,17.7,15.1,69.2,8.6,64800,2.17,20542,12.5,9023,36818,99820,5.6,1027.87
46039,"Deuel County","South Dakota",4364,4498,6.2,23.6,19.2,48.4,0.3,2,96.7,90.9,2,3.7,86.9,17.8,19.3,81.9,9.1,87200,2.39,22276,6.1,8651,47000,42266,7,622.69
46041,"Dewey County","South Dakota",5301,5972,9.5,34,9.7,50.9,0.1,1.8,20.9,88.1,0.1,14.9,79.7,12.6,12.5,56.9,7.3,56900,3.12,15632,30.5,3976,33255,90427,2.3,2302.49
46043,"Douglas County","South Dakota",3002,3458,5.5,22.9,24.2,49.9,0.4,0.8,96.3,89.4,1,8,74.1,16,13.3,77.1,7.4,58300,2.39,22200,9.8,7384,42794,35924,7,431.8
46045,"Edmunds County","South Dakota",4071,4367,5.6,24,21.7,49.2,0.1,1.4,97,94.3,0.9,13,83.7,20.5,19.8,80.7,6.6,70300,2.53,24268,11.6,10049,47026,49772,3.6,1125.96
46047,"Fall River County","South Dakota",7094,7453,4.7,18.8,23.1,49.2,0.7,2.2,87.4,80.7,1.1,3.8,86.8,20.2,15.4,64.8,13.8,86800,1.92,21574,17.4,9531,35833,127566,4.1,1739.92
46049,"Faulk County","South Dakota",2364,2640,6.1,23.5,23.7,50.5,0.1,0.8,98.3,95.6,1.2,13.5,82.1,15.5,13.3,80.1,10.5,51300,2.6,21898,17.9,8918,38203,40284,2.4,981.75
46055,"Haakon County","South Dakota",1937,2196,6.1,22.3,21.7,49.4,0.2,0.9,94.1,91.4,0.8,5.9,88,20,13.2,81.4,3.7,74800,2.19,25877,12.5,13207,46281,26286,1.1,1810.53
46057,"Hamlin County","South Dakota",5903,5540,9.4,30.6,17.3,50,0.2,2.5,96.2,87.9,1.2,4.4,87.3,16.7,18.9,83.1,5,83700,2.82,21558,7.5,8750,44439,44981,11.6,507.23
46061,"Hanson County","South Dakota",3331,3139,9.5,32.5,14,49.9,0,0.5,98.4,92.5,0.1,12.4,84,18.9,18.6,84.5,4,87300,2.93,21391,13.7,1665,46556,43470,7.7,434.51
46063,"Harding County","South Dakota",1255,1353,5.2,23.3,14.5,47.5,0.1,1.6,95.4,94.7,1.2,3.6,90.3,34.3,15.4,74.3,3.6,67000,2.36,22004,16.1,7458,34792,15219,0.5,2671.38
46065,"Hughes County","South Dakota",17022,16481,6.8,23.7,13.4,51.4,0.5,1.8,85,81.5,1.2,7.9,93.3,33.3,12.1,69.1,22.3,133200,2.31,28236,9.3,15487,53501,643476,23,741.56
46067,"Hutchinson County","South Dakota",7343,8075,5.7,23.7,25,51.3,0.4,1.6,96.6,89.5,1.1,13.2,80.5,21.7,15.8,79,8.9,68700,2.41,21944,10.4,10158,39310,88554,9,812.9
46069,"Hyde County","South Dakota",1420,1671,5.1,22.4,22.6,48,0.1,1.1,88.9,91.3,0.2,1.8,86,16.8,15.9,76.4,6.9,66600,2.46,22995,11.2,26123,41196,19631,1.7,860.52
46071,"Jackson County","South Dakota",3031,2930,9,32.9,13.4,49.6,0.2,1.3,42.6,90,0,15.5,88.4,19.4,17.3,64.7,7.4,54600,3.09,14568,30,10601,36354,40627,1.6,1863.91
46073,"Jerauld County","South Dakota",2071,2295,6.9,21,25.1,51.4,0,4.1,94.6,90.3,1.6,5.1,82.6,11,15,69.8,11.9,62200,2.25,24942,10.9,10466,40607,22907,3.9,526.23
46075,"Jones County","South Dakota",1006,1193,7.1,22.4,20.6,50.5,0.1,1.3,94.3,90.3,0.3,2.9,92.4,15.6,11.7,73,8.5,75000,2.28,24630,9.1,22144,49464,13194,1,969.68
46077,"Kingsbury County","South Dakota",5148,5815,5.8,21.9,21.8,49.3,0.1,1.4,96.9,90.7,1.1,3.6,87.1,20.3,19.7,77.9,9.6,70300,2.14,24660,9.2,6414,44948,73983,6.2,832.24
46079,"Lake County","South Dakota",11200,11276,5.7,21.7,16.9,49.2,0.5,1.6,95.6,83.3,1.2,2.6,91.3,22.1,16.5,71,13.9,108800,2.27,22447,12.1,11723,45606,104616,19.9,563.28
46081,"Lawrence County","South Dakota",24097,21802,5.7,19.6,16.6,50.5,0.4,2.5,92.7,81.7,1.3,2.9,92.6,31.8,18.2,64.7,21.8,155100,2.06,25465,15.3,18679,42356,163227,30.1,800.04
46083,"Lincoln County","South Dakota",44828,24131,9.8,29.7,9,50.5,0.7,1.2,95.3,85.8,1.6,3.5,95.6,36.9,19.2,76.1,18.1,169700,2.6,33261,4.3,11773,67365,98651,77.7,577.28
46085,"Lyman County","South Dakota",3755,3895,7.5,29.5,14.6,47.6,0.1,1.1,58.1,89.6,0.4,7.5,85.5,19.8,12.3,60.5,9.4,64900,2.56,16930,18.8,17779,36323,58376,2.3,1641.94
46087,"McCook County","South Dakota",5618,5832,7.3,25.9,19,50,0.1,1.8,97,86.9,1.4,3.6,90.2,20.4,23.7,80,9.4,91900,2.53,25502,7.9,7604,42022,65729,9.8,574.2
46089,"McPherson County","South Dakota",2459,2904,5.1,21.8,29.8,51.1,0,1,97.8,96.6,1,24,67.9,14.8,14,80,9.8,45100,2.38,19255,16.5,6307,31923,33950,2.2,1136.64
46091,"Marshall County","South Dakota",4656,4576,5.9,22.3,19.1,45.9,0.2,6.8,84.6,88.8,0.8,3.9,85.3,16.7,19,70.2,9.6,81700,2.6,22441,17.1,11359,41023,61679,5.6,838.07
46093,"Meade County","South Dakota",25434,24253,8.1,25.2,11.9,49,1.3,3,90.2,83.7,1.6,2.8,92.6,21,20.3,72.6,12.4,145800,2.5,22045,10.1,8067,46180,275186,7.3,3470.98
46095,"Mellette County","South Dakota",2048,2083,9.5,32.3,13.5,48.8,0.1,1.5,39.3,93.1,0.2,15.9,85.6,14.9,24.7,66.6,4,49800,2.99,16971,27,4529,34055,20201,1.6,1307.31
46097,"Miner County","South Dakota",2389,2884,6.5,24.1,22.3,49.5,0.1,1.3,97.1,93.2,0.7,1.7,85.6,17.5,17.5,81.2,5.9,58400,2.2,25450,8.8,4389,43958,38756,4.2,570.31
46099,"Minnehaha County","South Dakota",169468,148281,7.6,25.1,11.1,50.1,3.8,4.1,86.2,82.3,5.3,8.9,90.9,28.9,16.7,65.9,27.4,144900,2.44,26392,9.7,21711,51799,1944871,210,807.15
46101,"Moody County","South Dakota",6486,6595,7.6,26.1,15.2,49.9,0.5,1.7,80.6,88.7,1.9,5.6,90.6,21.7,18.8,78.1,10,102800,2.49,24948,7.1,5878,52354,86932,12.5,519.39
46103,"Pennington County","South Dakota",100948,88565,7.3,24.6,13.5,50.2,1,4,81.7,77.5,2.1,5.3,91.4,27.8,17.6,66.6,21.5,149700,2.38,25894,14,20388,46849,1029685,36.4,2776.55
46105,"Perkins County","South Dakota",2982,3363,5.4,21.4,23.1,49.8,0.1,0.7,96.7,88.3,0.7,1.5,82.7,17.8,12.3,69.4,10.7,50800,2.12,25780,18.7,9613,33361,55856,1,2870.48
46107,"Potter County","South Dakota",2329,2693,5.5,19.6,26.9,50.5,0.1,0.7,97,95.1,0.8,2.9,87,19.9,11.5,82,5.9,55600,2.33,23986,10,12226,42422,41946,2.7,861.14
46109,"Roberts County","South Dakota",10149,10016,8.2,28.4,17.3,49.8,0.1,1.2,61.5,92.4,1,5.2,86,15,17.6,70.7,6.9,73200,2.62,19825,20,8149,37708,130063,9.2,1101.04
46113,"Shannon County","South Dakota",13586,12466,11.8,39.3,5.9,50.7,0,2.2,2.8,92.4,0.1,22.2,81.2,16.1,16.1,51.3,3.8,18600,4.45,7772,53.5,2883,24392,244464,6.5,2093.9
46115,"Spink County","South Dakota",6415,7454,6,24.9,20.1,49.7,0.3,1.1,96.6,88.8,0.9,6.4,83.5,15.9,13.8,77.7,12.2,62700,2.25,25295,17,6197,45000,104064,4.3,1503.93
46117,"Stanley County","South Dakota",2966,2772,6,24.3,15.8,50,0.3,0.7,89.5,82.5,0.9,2.3,91.1,27.7,14.8,76.1,8.4,113700,2.5,27435,11.9,10975,51875,36930,2.1,1444.43
46119,"Sully County","South Dakota",1373,1556,5.7,22.6,19.2,46,0.1,0.9,96.4,90.6,1,3.3,92,25.1,17.2,78.5,4.4,72200,2.26,26596,8,22180,48958,32289,1.4,1006.82
46121,"Todd County","South Dakota",9612,9050,12.6,40.1,6.2,50.9,0.2,2.4,9.5,87.6,0.7,27.9,83,18.1,16.9,40.6,14.9,53800,3.75,11010,48.8,3911,25196,176903,6.9,1388.56
46123,"Tripp County","South Dakota",5644,6430,6.1,23.4,21,50.7,0.1,1.1,82.8,93.7,0.1,2.7,88.2,16,12.2,73.6,13.2,69400,2.23,21192,16.5,15407,40221,53367,3.5,1612.45
46125,"Turner County","South Dakota",8347,8849,6.4,23.8,19,49.8,0.2,1.3,96.8,91.4,0.4,2.5,90.1,21.5,25.9,79.8,8.2,85600,2.41,22871,7.7,6266,48068,71047,13.5,617.06
46127,"Union County","South Dakota",14399,12584,6.8,26.2,14,49.9,0.7,2.1,94.5,85.4,1.9,4.3,92.3,29.1,17.5,75.1,15.5,132200,2.4,33783,4.9,21752,59889,374552,31.3,460.54
46129,"Walworth County","South Dakota",5438,5974,6.3,22.1,24,51.2,0.1,0.7,82.2,84,0.7,6,82.9,21.3,15.5,76.8,12.4,62500,2.2,23716,14.5,14187,39517,51896,7.7,708.63
46135,"Yankton County","South Dakota",22438,21652,5.9,22.2,16.3,48.5,1.5,2.7,91.6,83.9,2.1,7.2,88.5,26.8,14.1,70.2,18.6,115500,2.27,24776,11.2,13498,47124,168014,43.1,521.16
47001,"Anderson County","Tennessee",75129,71330,5.6,21.9,17.4,51.7,3.8,2.4,90.7,84.2,2.8,3.8,83.7,22.1,23,71.8,15.9,116400,2.38,24242,16.5,12381,44650,4675106,222.8,337.16
47003,"Bedford County","Tennessee",45058,37586,7.6,26.8,12.9,50.4,7.9,11.3,78.5,89,7.8,10.8,74.2,12.8,25,68.6,8.8,114400,2.69,18471,21.7,7649,38550,278664,95.1,473.64
47005,"Benton County","Tennessee",16489,16537,5.1,20.5,19.9,51,1.9,1.8,94.4,86.2,1.3,1.6,76.6,12.6,23.5,83.2,3.3,77900,2.34,19114,17.6,8472,33953,173684,41.8,394.14
47007,"Bledsoe County","Tennessee",12876,12367,5,21.5,15.4,45.9,3.7,2,92.7,91.8,2.4,3.7,71.5,8.8,33.3,76.7,4.8,99700,2.53,12907,23.1,2335,29729,100097,31.7,406.43
47009,"Blount County","Tennessee",123010,105823,5.6,22.3,16.1,51.6,2.7,2.8,92.1,86.4,2.8,4.1,85.5,20.6,23.4,76.1,10.7,157200,2.47,24071,11.7,12945,47322,857013,220.2,558.71
47011,"Bradley County","Tennessee",98963,87965,6.1,23,14.1,51.3,4.3,4.7,88.5,81.9,3.6,5.3,80,19.2,20.4,67.7,17.2,133800,2.53,21444,16,12196,40032,676577,301,328.76
47013,"Campbell County","Tennessee",40716,39854,5.7,22,17.2,51.2,0.3,1.2,97,87.5,0.8,1.7,69,9.2,26.4,72,11.4,86400,2.54,16426,23.2,8920,30686,475365,84.8,480.19
47015,"Cannon County","Tennessee",13801,12826,5.8,22.5,16.1,50.5,1.2,1.5,95.6,92.4,0.8,2.3,77.7,11.1,34.3,76.2,4.2,112100,2.53,18076,13.7,3991,38733,116422,52,265.64
47017,"Carroll County","Tennessee",28522,29475,5.8,21.9,17.9,51.7,10.1,2.1,85.7,86.9,0.5,1.5,77.4,15.5,24.1,77.3,7.8,77400,2.5,19712,19.6,6564,36160,324804,47.6,599.25
47019,"Carter County","Tennessee",57424,56742,5.3,20.1,17.1,51.1,1.3,1.5,95.5,85.8,0.7,1.8,76.9,14.9,22.2,73.3,12.8,92700,2.34,17601,23.5,7826,31173,462165,168.3,341.2
47021,"Cheatham County","Tennessee",39105,35912,6.3,24.9,10.9,50,1.4,2.3,94.4,88,2.2,3.4,81.6,17.9,32.7,80.9,5.7,155900,2.67,24392,9.3,6100,52585,190476,129.3,302.44
47023,"Chester County","Tennessee",17131,15540,5.7,23.3,14.6,51.7,9.2,2,86.6,86.6,1.2,2.6,77,13.8,24.8,74.2,7.2,102500,2.62,17343,15.1,7319,39915,124556,60,285.74
47025,"Claiborne County","Tennessee",32213,29862,5.1,21,16,51,0.9,0.8,96.4,87.8,0.9,1.6,69.2,11.1,25,77.3,7,89300,2.48,17128,19.3,5011,31353,344551,74.1,434.58
47027,"Clay County","Tennessee",7861,7976,6.1,20.9,20.1,50.4,1.3,1.6,95.7,93.2,1,0.5,71.8,11,29.8,77.9,4.9,88600,2.14,18367,18.7,4706,32106,125067,33.2,236.54
47029,"Cocke County","Tennessee",35662,33565,5.6,21.5,16.7,51.5,1.9,1.8,94.2,87.4,1.7,2.7,71.4,7.8,26.9,73,7.7,95900,2.38,16957,26.3,9236,28809,369847,82.1,434.57
47031,"Coffee County","Tennessee",52796,48014,6.6,24.4,15.8,51.4,3.5,3.8,90,86.7,3,4.7,81.4,19,22.9,72.3,10.6,119200,2.49,20737,17.5,15285,40078,986542,123.1,428.96
47033,"Crockett County","Tennessee",14586,14532,6.6,24.5,16.4,52,12.6,8.7,77.1,86.5,2.9,7.4,76.8,12.2,22,68.5,7.9,84100,2.56,19742,18.7,4515,36556,157900,54.9,265.54
47035,"Cumberland County","Tennessee",56053,46802,5,19.1,26,51.2,0.3,2.3,95.8,86.7,2,3.8,80,15.6,24,79.1,9.7,133900,2.37,20544,15.8,11208,36813,430859,82.3,681.03
47037,"Davidson County","Tennessee",626681,569891,7.1,21.8,10.4,51.6,27.7,9.8,57.4,79.9,11.5,14.7,85.1,34,23.1,57.6,37.2,164700,2.34,27780,17.3,17029,45668,8592825,1243.3,504.03
47039,"Decatur County","Tennessee",11757,11731,5.7,21.5,20.7,50.7,2.9,2.6,93.1,86.2,1.1,1.9,71.9,10.4,24.2,78.1,5.4,66500,2.3,19757,20.3,8594,30445,141230,35.2,333.85
47041,"DeKalb County","Tennessee",18723,17423,6.1,22.9,15.8,50.5,1.3,6.6,90.7,83.9,5.3,5.7,68.9,11.7,24.7,72.3,7.5,98000,2.46,17976,19.2,6424,34863,166911,61.5,304.35
47043,"Dickson County","Tennessee",49666,43156,6.6,25,13.3,50.9,4.1,3.2,90.4,84.5,2.2,3.1,80.6,14.9,29.9,74.1,11,128700,2.57,21415,14,12779,44554,318948,101.4,489.9
47045,"Dyer County","Tennessee",38335,37279,6.4,24.9,14.4,51.8,14.3,2.6,81,82,0.9,2.2,78.6,14.5,17.9,65,17,91900,2.48,19169,20.2,13643,36856,390990,74.8,512.33
47047,"Fayette County","Tennessee",38413,28806,6.5,23.1,14.9,50.4,28.1,2.2,68.2,89.7,2,3.6,82.8,18.9,33,83.3,4.1,170400,2.72,26898,13,3402,56729,282768,54.5,704.79
47049,"Fentress County","Tennessee",17959,16625,5.8,23.1,17,50.7,0.2,1.1,97.6,90.6,0.5,1.6,71.6,10.1,26.1,77.1,5.9,101000,2.42,17291,25,8075,29642,209809,36,498.61
47051,"Franklin County","Tennessee",41052,39270,5.3,21.8,17.3,51.2,5.1,2.5,89.7,86.2,2,3.3,79.7,16.5,23,77.3,8.6,110700,2.5,20817,13.2,8341,40983,351096,74,554.54
47053,"Gibson County","Tennessee",49683,48152,6.5,25,16.5,52.4,18.8,2,77.6,85.2,0.9,2.9,79.7,14.8,23,72,11.2,86900,2.47,20065,19.1,9063,35947,638712,82.4,602.74
47055,"Giles County","Tennessee",29485,29447,5.8,22.1,16.7,51.2,10.2,1.6,85.5,88.2,1.3,1.7,78,12.1,26.4,74.7,11.5,98700,2.49,19778,17.1,10799,37860,300401,48.3,610.93
47057,"Grainger County","Tennessee",22657,20659,5.9,22.3,16,50.2,0.5,2.3,96,87.7,1.3,2,67.9,7.3,31.8,82.5,2.6,89900,2.55,16783,18.7,3515,30623,205510,80.7,280.6
47059,"Greene County","Tennessee",68831,62909,5.3,21.2,17.4,50.9,2,2.5,93.9,86.1,1.9,4.1,76.6,14,23.2,74.2,7.8,104200,2.35,18782,19.7,10355,36867,600571,110.6,622.17
47061,"Grundy County","Tennessee",13703,14332,5.8,23.1,17.5,50.5,0.3,0.8,97.2,92.6,0.8,0.7,64.3,8,25.5,80.7,4.3,80100,2.62,14000,31.5,4717,26529,146311,38,360.53
47063,"Hamblen County","Tennessee",62544,58128,6.5,23.6,15.9,51.3,4,10.7,82.9,83.7,7.4,9.6,78.4,15.6,20.6,71.3,14.7,118900,2.5,21162,17.7,17030,39807,526893,388,161.18
47065,"Hamilton County","Tennessee",336463,307896,6.1,21.6,14.7,51.9,20.2,4.5,72,82.8,4.6,6,85.4,27,21.2,65.5,24.2,147200,2.4,26588,14.7,14695,45408,3427904,620.3,542.43
47067,"Hancock County","Tennessee",6819,6786,5.6,21.9,17,50.6,0.4,0.2,97.9,85.2,0.6,1.4,68.3,7.4,30.3,71.5,7.4,76200,2.21,13717,30.3,3649,23125,94647,30.7,222.34
47069,"Hardeman County","Tennessee",27253,28105,5.5,21.2,14,45.6,41.4,1.4,55.8,85.9,1.2,2.5,70.3,10.7,28.6,73.2,6.3,88700,2.62,15838,20,5711,32539,397423,40.8,667.77
47071,"Hardin County","Tennessee",26026,25578,5.4,21.7,18.5,51.3,3.4,1.9,92.6,87.7,1,1.7,72.7,9.4,21.3,77.2,5.9,86600,2.46,18122,20.7,11995,30732,277176,45.1,577.32
47073,"Hawkins County","Tennessee",56833,53563,5.6,22.3,16.5,51,1.3,1.2,95.8,85.3,1.1,2.5,78.1,12.4,24,76.1,9.3,104900,2.37,19600,18.3,5031,35392,480639,116.7,486.98
47075,"Haywood County","Tennessee",18787,19797,6.5,25.6,13.7,52.9,50.4,3.8,44.8,84.6,1.7,4.4,74.8,12.9,22.4,65.3,14.9,87100,2.53,17047,26.6,9425,32414,240891,35.2,533.11
47077,"Henderson County","Tennessee",27769,25522,6.6,24.3,14.8,51.9,7.9,1.9,88.2,85.3,0.9,2,78.8,11.8,24.1,77.6,6.4,90700,2.49,19988,16.4,10450,38887,243294,53.4,520.07
47079,"Henry County","Tennessee",32330,31115,5.9,21.7,19.7,51.6,8,1.7,88.2,87.4,1.6,4.3,81.2,14.8,20.1,77.3,9.2,85000,2.33,20687,17.2,12824,36836,334949,57.5,562.1
47081,"Hickman County","Tennessee",24690,22295,5.6,22.5,13.9,47.5,4.5,1.8,91.8,85.6,1.2,2,74.5,10.6,37.6,78,4.2,102800,2.56,18447,16,3233,42075,208432,40.3,612.5
47083,"Houston County","Tennessee",8426,8088,5.6,23.6,17.8,50.8,2.3,1.5,94.1,88.8,0.4,1,79.6,7.5,27.8,73.6,5.8,87900,2.4,17791,19.4,4152,33738,88123,42.1,200.29
47085,"Humphreys County","Tennessee",18538,17929,5.6,23.2,17.3,50.8,2.5,1.5,94.4,87.7,0.9,1.1,81.9,13.2,25.6,75.6,5.9,104900,2.43,20874,12.9,9964,41486,399195,34.9,530.98
47087,"Jackson County","Tennessee",11638,10984,4.8,20.4,17.7,50.1,0.3,1.4,96.8,92.7,0.5,0.8,69.1,9.4,31.1,76.3,4.9,89200,2.46,17452,21.7,2560,32722,105424,37.7,308.32
47089,"Jefferson County","Tennessee",51407,44294,5.8,22.1,16.2,50.9,2,3.1,92.9,83.2,1.9,3,77.8,13.5,24.7,74.8,7.3,122600,2.49,19680,18.2,10994,38239,399969,187.6,274.08
47091,"Johnson County","Tennessee",18244,17499,4.9,18.4,17.7,46.1,2.1,1.5,95.2,89.5,0.9,2.1,69.1,10.1,25.8,76.4,5.8,92800,2.26,16638,23.8,5156,29949,187928,61.1,298.48
47093,"Knox County","Tennessee",432226,382032,6.1,21.9,13.1,51.4,8.8,3.5,83.9,83.5,4,5.6,88.3,33.8,20.9,67.2,23.2,152300,2.31,27349,13.7,19329,46759,3874887,850.5,508.22
47095,"Lake County","Tennessee",7832,7954,4.5,16.7,13.7,36.3,27.7,1.7,69.1,80.9,1.4,1.8,66.1,5.2,20.8,61.7,19.4,65400,2.44,11813,28.7,2635,24700,89868,47.2,165.78
